Date,Soil moisture profile - USDA SMAP: avg, Soil moisture profile - USDA SMAP: avg Percent of AOI with data,Sub surface soil moisture - USDA SMAP: avg, Sub surface soil moisture - USDA SMAP: avg Percent of AOI with data,Sub surface soil moisture anomaly - USDA SMAP: avg, Sub surface soil moisture anomaly - USDA SMAP: avg Percent of AOI with data,Surface soil moisture - USDA SMAP: avg, Surface soil moisture - USDA SMAP: avg Percent of AOI with data,Surface soil moisture anomaly  - USDA SMAP: avg, Surface soil moisture anomaly  - USDA SMAP: avg Percent of AOI with data
2015-4-3 00:00:00,28.250,100.00,26.203,100.00,0.131,100.00,7.168,100.00,-0.082,100.00,
2015-4-6 00:00:00,26.090,100.00,24.671,100.00,-0.064,100.00,5.784,100.00,-0.348,100.00,
2015-4-9 00:00:00,22.780,100.00,21.525,100.00,-0.325,100.00,5.081,100.00,-0.499,100.00,
2015-4-12 00:00:00,21.450,100.00,19.293,100.00,-0.499,100.00,5.697,100.00,-0.451,100.00,
2015-4-15 00:00:00,22.290,100.00,20.244,100.00,-0.508,100.00,5.641,100.00,-0.497,100.00,
2015-4-18 00:00:00,29.730,100.00,26.466,100.00,-0.323,100.00,9.242,100.00,-0.021,100.00,
2015-4-21 00:00:00,30.630,100.00,28.982,100.00,-0.280,100.00,7.985,100.00,-0.266,100.00,
2015-4-24 00:00:00,33.720,100.00,31.522,100.00,-0.169,100.00,10.330,100.00,0.310,100.00,
2015-4-27 00:00:00,38.840,100.00,40.237,100.00,0.348,100.00,9.663,100.00,0.116,100.00,
2015-4-30 00:00:00,37.230,100.00,39.002,100.00,0.224,100.00,8.771,100.00,-0.081,100.00,
2015-5-3 00:00:00,33.560,100.00,35.740,100.00,0.011,100.00,7.300,100.00,-0.333,100.00,
2015-5-6 00:00:00,29.110,100.00,31.039,100.00,-0.244,100.00,6.358,100.00,-0.499,100.00,
2015-5-9 00:00:00,28.300,100.00,29.567,100.00,-0.350,100.00,6.978,100.00,-0.404,100.00,
2015-5-12 00:00:00,27.830,100.00,29.608,100.00,-0.369,100.00,6.611,100.00,-0.461,100.00,
2015-5-15 00:00:00,25.000,100.00,27.161,100.00,-0.494,100.00,5.490,100.00,-0.684,100.00,
2015-5-18 00:00:00,24.740,100.00,26.173,100.00,-0.571,100.00,6.399,100.00,-0.540,100.00,
2015-5-21 00:00:00,24.050,100.00,26.376,100.00,-0.569,100.00,5.548,100.00,-0.676,100.00,
2015-5-24 00:00:00,21.680,100.00,23.906,100.00,-0.722,100.00,4.946,100.00,-0.823,100.00,
2015-5-27 00:00:00,22.940,100.00,24.247,100.00,-0.737,100.00,6.059,100.00,-0.642,100.00,
2015-5-30 00:00:00,23.150,100.00,24.694,100.00,-0.744,100.00,5.927,100.00,-0.689,100.00,
2015-6-2 00:00:00,21.140,100.00,23.506,100.00,-0.809,100.00,4.636,100.00,-0.953,100.00,
2015-6-5 00:00:00,19.630,100.00,21.751,100.00,-0.909,100.00,4.711,100.00,-0.964,100.00,
2015-6-8 00:00:00,18.010,100.00,20.478,100.00,-1.017,100.00,3.975,100.00,-1.260,100.00,
2015-6-11 00:00:00,22.090,100.00,22.445,100.00,-0.960,100.00,7.401,100.00,-0.675,100.00,
2015-6-14 00:00:00,25.490,100.00,26.985,100.00,-0.841,100.00,7.188,100.00,-0.806,100.00,
2015-6-17 00:00:00,27.260,100.00,29.112,100.00,-0.849,100.00,7.490,100.00,-0.837,100.00,
2015-6-20 00:00:00,28.640,100.00,30.810,100.00,-0.886,100.00,7.804,100.00,-0.943,100.00,
2015-6-23 00:00:00,29.980,100.00,32.349,100.00,-0.957,100.00,8.009,100.00,-1.048,100.00,
2015-6-26 00:00:00,34.890,100.00,35.139,100.00,-1.012,100.00,11.376,100.00,-0.815,100.00,
2015-6-29 00:00:00,42.220,100.00,42.736,100.00,-0.902,100.00,12.507,100.00,-0.805,100.00,
2015-7-2 00:00:00,45.740,100.00,47.094,100.00,-0.978,100.00,13.413,100.00,-0.976,100.00,
2015-7-5 00:00:00,52.520,100.00,53.032,100.00,-0.996,100.00,16.369,100.00,-0.678,100.00,
2015-7-8 00:00:00,62.820,100.00,64.930,100.00,-0.794,100.00,18.241,100.00,-0.544,100.00,
2015-7-11 00:00:00,73.370,100.00,76.042,100.00,-0.515,100.00,20.507,100.00,-0.381,100.00,
2015-7-14 00:00:00,75.840,100.00,79.901,100.00,-0.767,100.00,19.674,100.00,-0.875,100.00,
2015-7-17 00:00:00,83.240,97.56,87.271,97.56,-0.289,100.00,21.726,100.00,-0.223,100.00,
2015-7-20 00:00:00,82.120,97.56,87.223,97.56,-0.353,100.00,20.172,100.00,-0.636,100.00,
2015-7-23 00:00:00,81.370,97.56,85.648,97.56,-0.614,100.00,20.877,100.00,-0.532,100.00,
2015-7-26 00:00:00,80.880,100.00,86.478,100.00,-0.867,100.00,19.749,100.00,-1.057,100.00,
2015-7-29 00:00:00,79.190,100.00,84.067,100.00,-0.970,100.00,19.522,100.00,-0.884,100.00,
2015-8-1 00:00:00,78.930,100.00,83.634,100.00,-0.858,100.00,19.427,100.00,-0.820,100.00,
2015-8-4 00:00:00,76.470,100.00,80.868,100.00,-1.381,100.00,18.493,100.00,-1.227,100.00,
2015-8-7 00:00:00,76.480,100.00,80.106,100.00,-0.921,100.00,19.063,100.00,-0.864,100.00,
2015-8-10 00:00:00,76.770,100.00,79.692,100.00,-1.002,100.00,20.102,100.00,-0.684,100.00,
2015-8-13 00:00:00,76.780,100.00,80.943,100.00,-1.056,100.00,19.076,100.00,-0.940,100.00,
2015-8-16 00:00:00,77.170,97.56,80.257,97.56,-0.912,100.00,20.088,100.00,-0.572,100.00,
2015-8-19 00:00:00,79.480,100.00,83.075,100.00,-0.611,100.00,20.906,100.00,-0.252,100.00,
2015-8-22 00:00:00,81.030,100.00,85.864,100.00,-0.371,100.00,20.441,100.00,-0.332,100.00,
2015-8-25 00:00:00,78.590,100.00,83.653,100.00,-0.547,100.00,19.395,100.00,-0.577,100.00,
2015-8-28 00:00:00,81.470,100.00,86.106,100.00,-0.321,100.00,21.286,100.00,-0.108,100.00,
2015-8-31 00:00:00,79.970,100.00,86.852,100.00,-0.356,100.00,19.449,100.00,-0.560,100.00,
2015-9-3 00:00:00,73.930,100.00,82.190,100.00,-0.759,100.00,16.623,100.00,-1.249,100.00,
2015-9-6 00:00:00,66.760,100.00,75.322,100.00,-1.573,100.00,14.353,100.00,-2.190,100.00,
2015-9-9 00:00:00,60.230,100.00,68.112,100.00,-2.209,100.00,13.128,100.00,-2.354,100.00,
2015-9-12 00:00:00,60.500,100.00,65.887,100.00,-1.931,100.00,15.793,100.00,-1.246,100.00,
2015-9-15 00:00:00,57.730,100.00,64.714,100.00,-1.812,100.00,13.319,100.00,-1.734,100.00,
2015-9-18 00:00:00,54.730,100.00,61.160,100.00,-1.800,100.00,13.092,100.00,-1.516,100.00,
2015-9-21 00:00:00,56.470,100.00,61.189,100.00,-1.521,100.00,15.431,100.00,-0.914,100.00,
2015-9-24 00:00:00,57.260,100.00,63.753,100.00,-1.222,100.00,14.101,100.00,-1.069,100.00,
2015-9-27 00:00:00,52.280,100.00,59.942,100.00,-1.339,100.00,11.323,100.00,-1.628,100.00,
2015-9-30 00:00:00,46.680,100.00,53.835,100.00,-1.597,100.00,10.024,100.00,-1.765,100.00,
2015-10-3 00:00:00,41.560,100.00,48.280,100.00,-1.772,100.00,8.808,100.00,-1.861,100.00,
2015-10-6 00:00:00,36.770,100.00,42.930,100.00,-1.909,100.00,7.742,100.00,-1.915,100.00,
2015-10-9 00:00:00,32.340,100.00,37.859,100.00,-1.989,100.00,6.841,100.00,-1.903,100.00,
2015-10-12 00:00:00,33.410,100.00,36.594,100.00,-1.766,100.00,9.229,100.00,-1.109,100.00,
2015-10-15 00:00:00,35.240,100.00,39.533,100.00,-1.311,100.00,8.653,100.00,-1.116,100.00,
2015-10-18 00:00:00,32.480,100.00,37.194,100.00,-1.284,100.00,7.341,100.00,-1.280,100.00,
2015-10-21 00:00:00,29.980,100.00,34.395,100.00,-1.295,100.00,6.839,100.00,-1.272,100.00,
2015-10-24 00:00:00,27.420,100.00,31.641,100.00,-1.311,100.00,6.107,100.00,-1.342,100.00,
2015-10-27 00:00:00,25.120,100.00,28.947,100.00,-1.336,100.00,5.621,100.00,-1.357,100.00,
2015-10-30 00:00:00,29.170,100.00,29.908,100.00,-1.103,100.00,8.357,100.00,-0.591,100.00,
2015-11-2 00:00:00,26.820,100.00,29.089,100.00,-0.983,100.00,6.078,100.00,-0.990,100.00,
2015-11-5 00:00:00,24.660,100.00,26.714,100.00,-0.981,100.00,5.614,100.00,-0.976,100.00,
2015-11-8 00:00:00,22.730,100.00,24.618,100.00,-0.976,100.00,5.209,100.00,-0.973,100.00,
2015-11-11 00:00:00,21.010,100.00,22.768,100.00,-0.972,100.00,4.834,100.00,-0.970,100.00,
2015-11-14 00:00:00,19.560,100.00,21.164,100.00,-0.966,100.00,4.540,100.00,-0.939,100.00,
2015-11-17 00:00:00,18.580,100.00,19.994,100.00,-0.924,100.00,4.442,100.00,-0.872,100.00,
2015-11-20 00:00:00,17.450,100.00,18.944,100.00,-0.899,100.00,4.046,100.00,-0.909,100.00,
2015-11-23 00:00:00,16.380,100.00,17.814,100.00,-0.905,100.00,3.826,100.00,-0.906,100.00,
2015-11-26 00:00:00,15.540,100.00,16.876,100.00,-0.910,100.00,3.687,100.00,-0.890,100.00,
2015-11-29 00:00:00,14.960,100.00,16.232,100.00,-0.891,100.00,3.563,100.00,-0.790,100.00,
2015-12-2 00:00:00,14.300,100.00,15.543,100.00,-0.874,100.00,3.392,100.00,-0.781,100.00,
2015-12-5 00:00:00,13.760,100.00,14.946,100.00,-0.859,100.00,3.289,100.00,-0.750,100.00,
2015-12-8 00:00:00,13.410,100.00,14.543,100.00,-0.828,100.00,3.260,100.00,-0.697,100.00,
2015-12-11 00:00:00,13.070,100.00,14.215,100.00,-0.792,100.00,3.135,100.00,-0.689,100.00,
2015-12-14 00:00:00,12.760,100.00,13.814,100.00,-0.766,100.00,3.068,100.00,-0.667,100.00,
2015-12-17 00:00:00,12.490,100.00,13.452,100.00,-0.741,100.00,3.016,100.00,-0.648,100.00,
2015-12-20 00:00:00,12.260,100.00,13.115,100.00,-0.717,100.00,2.965,100.00,-0.596,100.00,
2015-12-23 00:00:00,12.080,100.00,12.810,100.00,-0.692,100.00,2.917,100.00,-0.597,100.00,
2015-12-26 00:00:00,11.810,100.00,12.482,100.00,-0.682,100.00,2.831,100.00,-0.608,100.00,
2015-12-29 00:00:00,11.430,100.00,12.042,100.00,-0.689,100.00,2.728,100.00,-0.639,100.00,
2016-1-4 00:00:00,11.150,100.00,11.633,100.00,-0.666,100.00,2.716,100.00,-0.600,100.00,
2016-1-7 00:00:00,11.030,100.00,11.510,100.00,-0.653,100.00,2.694,100.00,-0.596,100.00,
2016-1-10 00:00:00,10.990,100.00,11.452,100.00,-0.643,100.00,2.683,100.00,-0.602,100.00,
2016-1-13 00:00:00,10.850,100.00,11.327,100.00,-0.651,100.00,2.651,100.00,-0.620,100.00,
2016-1-16 00:00:00,10.700,100.00,11.185,100.00,-0.665,100.00,2.618,100.00,-0.633,100.00,
2016-1-19 00:00:00,12.310,100.00,11.626,100.00,-0.637,100.00,4.010,100.00,-0.274,100.00,
2016-1-22 00:00:00,13.240,100.00,13.559,100.00,-0.492,100.00,3.277,100.00,-0.482,100.00,
2016-1-25 00:00:00,12.770,100.00,13.156,100.00,-0.514,100.00,3.118,100.00,-0.517,100.00,
2016-1-28 00:00:00,12.380,100.00,12.798,100.00,-0.544,100.00,2.991,100.00,-0.552,100.00,
2016-1-31 00:00:00,11.870,100.00,12.292,100.00,-0.588,100.00,2.846,100.00,-0.595,100.00,
2016-2-3 00:00:00,11.590,100.00,11.976,100.00,-0.624,100.00,2.774,100.00,-0.631,100.00,
2016-2-6 00:00:00,11.170,100.00,11.571,100.00,-0.671,100.00,2.665,100.00,-0.669,100.00,
2016-2-9 00:00:00,12.290,100.00,11.896,100.00,-0.671,100.00,3.288,100.00,-0.575,100.00,
2016-2-12 00:00:00,11.740,100.00,11.714,100.00,-0.695,100.00,2.811,100.00,-0.644,100.00,
2016-2-15 00:00:00,11.180,100.00,11.193,100.00,-0.730,100.00,2.667,100.00,-0.672,100.00,
2016-2-18 00:00:00,10.690,100.00,10.752,100.00,-0.762,100.00,2.548,100.00,-0.708,100.00,
2016-2-21 00:00:00,11.100,100.00,10.714,100.00,-0.777,100.00,2.846,100.00,-0.679,100.00,
2016-2-24 00:00:00,10.660,100.00,10.542,100.00,-0.803,100.00,2.580,100.00,-0.749,100.00,
2016-2-27 00:00:00,10.410,100.00,10.316,100.00,-0.839,100.00,2.577,100.00,-0.764,100.00,
2016-3-1 00:00:00,10.440,100.00,10.331,100.00,-0.856,100.00,2.557,100.00,-0.791,100.00,
2016-3-4 00:00:00,10.250,100.00,10.168,100.00,-0.887,100.00,2.486,100.00,-0.815,100.00,
2016-3-7 00:00:00,10.100,100.00,10.058,100.00,-0.913,100.00,2.460,100.00,-0.828,100.00,
2016-3-10 00:00:00,9.880,100.00,9.931,100.00,-0.931,100.00,2.395,100.00,-0.837,100.00,
2016-3-13 00:00:00,9.900,100.00,9.815,100.00,-0.943,100.00,2.577,100.00,-0.815,100.00,
2016-3-16 00:00:00,10.000,100.00,10.110,100.00,-0.926,100.00,2.418,100.00,-0.859,100.00,
2016-3-19 00:00:00,9.630,100.00,9.805,100.00,-0.960,100.00,2.340,100.00,-0.879,100.00,
2016-3-22 00:00:00,9.340,100.00,9.597,100.00,-0.988,100.00,2.268,100.00,-0.890,100.00,
2016-3-25 00:00:00,9.010,100.00,9.390,100.00,-1.020,100.00,2.162,100.00,-0.929,100.00,
2016-3-28 00:00:00,9.260,100.00,9.423,100.00,-1.009,100.00,2.368,100.00,-0.869,100.00,
2016-3-31 00:00:00,9.720,100.00,9.813,100.00,-0.968,100.00,2.656,100.00,-0.808,100.00,
2016-4-3 00:00:00,10.070,100.00,10.262,100.00,-0.936,100.00,2.747,100.00,-0.806,100.00,
2016-4-6 00:00:00,10.160,100.00,10.710,100.00,-0.927,100.00,2.394,100.00,-0.867,100.00,
2016-4-9 00:00:00,9.620,100.00,10.167,100.00,-0.956,100.00,2.257,100.00,-0.909,100.00,
2016-4-12 00:00:00,9.140,100.00,9.678,100.00,-0.989,100.00,2.153,100.00,-0.945,100.00,
2016-4-15 00:00:00,8.820,100.00,9.335,100.00,-1.023,100.00,2.100,100.00,-0.973,100.00,
2016-4-18 00:00:00,9.820,100.00,9.895,100.00,-1.022,100.00,2.825,100.00,-0.902,100.00,
2016-4-21 00:00:00,9.600,100.00,10.108,100.00,-1.040,100.00,2.300,100.00,-0.991,100.00,
2016-4-24 00:00:00,9.290,100.00,9.798,100.00,-1.069,100.00,2.185,100.00,-1.030,100.00,
2016-4-27 00:00:00,8.780,100.00,9.295,100.00,-1.116,100.00,2.072,100.00,-1.075,100.00,
2016-4-30 00:00:00,8.500,100.00,8.983,100.00,-1.163,100.00,2.036,100.00,-1.119,100.00,
2016-5-3 00:00:00,9.010,100.00,9.017,100.00,-1.200,100.00,2.792,100.00,-1.024,100.00,
2016-5-6 00:00:00,11.060,100.00,11.363,100.00,-1.138,100.00,3.448,100.00,-0.947,100.00,
2016-5-9 00:00:00,13.600,100.00,13.235,100.00,-1.086,100.00,4.959,100.00,-0.737,100.00,
2016-5-12 00:00:00,18.290,100.00,18.805,100.00,-0.886,100.00,5.885,100.00,-0.586,100.00,
2016-5-15 00:00:00,22.640,100.00,24.309,100.00,-0.676,100.00,6.352,100.00,-0.536,100.00,
2016-5-18 00:00:00,22.410,100.00,24.805,100.00,-0.667,100.00,5.531,100.00,-0.687,100.00,
2016-5-21 00:00:00,24.280,100.00,26.084,100.00,-0.601,100.00,6.876,100.00,-0.380,100.00,
2016-5-24 00:00:00,24.890,100.00,27.275,100.00,-0.574,100.00,6.498,100.00,-0.549,100.00,
2016-5-27 00:00:00,24.780,100.00,27.121,100.00,-0.617,100.00,6.404,100.00,-0.586,100.00,
2016-5-30 00:00:00,25.420,100.00,27.664,100.00,-0.624,100.00,6.478,100.00,-0.591,100.00,
2016-6-2 00:00:00,25.910,100.00,27.777,100.00,-0.628,100.00,6.713,100.00,-0.603,100.00,
2016-6-5 00:00:00,27.680,100.00,29.152,100.00,-0.606,100.00,7.810,100.00,-0.472,100.00,
2016-6-8 00:00:00,29.120,100.00,31.756,100.00,-0.549,100.00,7.559,100.00,-0.581,100.00,
2016-6-11 00:00:00,27.610,100.00,30.850,100.00,-0.646,100.00,6.666,100.00,-0.790,100.00,
2016-6-14 00:00:00,31.650,100.00,32.115,100.00,-0.672,100.00,10.532,100.00,-0.379,100.00,
2016-6-17 00:00:00,38.580,100.00,39.657,100.00,-0.492,100.00,10.787,100.00,-0.460,100.00,
2016-6-20 00:00:00,44.410,100.00,43.379,100.00,-0.466,100.00,14.183,100.00,-0.165,100.00,
2016-6-23 00:00:00,55.380,100.00,56.061,100.00,-0.210,100.00,16.670,100.00,0.018,100.00,
2016-6-26 00:00:00,59.510,100.00,61.551,100.00,-0.177,100.00,16.252,100.00,-0.168,100.00,
2016-6-29 00:00:00,63.960,100.00,66.056,100.00,-0.173,100.00,17.361,100.00,-0.151,100.00,
2016-7-2 00:00:00,80.240,97.56,83.947,97.56,0.165,100.00,22.342,100.00,0.350,100.00,
2016-7-5 00:00:00,82.800,100.00,88.681,100.00,0.183,100.00,20.905,100.00,0.080,100.00,
2016-7-8 00:00:00,83.990,100.00,89.484,100.00,0.073,100.00,21.254,100.00,0.021,100.00,
2016-7-11 00:00:00,85.010,97.56,89.761,97.56,0.088,100.00,21.716,100.00,0.029,100.00,
2016-7-14 00:00:00,86.090,97.56,90.607,97.56,0.041,100.00,22.376,100.00,0.072,100.00,
2016-7-17 00:00:00,90.570,97.56,95.421,97.56,0.146,100.00,24.306,100.00,0.347,100.00,
2016-7-20 00:00:00,93.060,95.12,99.380,95.12,0.225,100.00,24.046,100.00,0.289,100.00,
2016-7-23 00:00:00,94.510,97.56,101.833,97.56,0.261,100.00,24.121,100.00,0.287,100.00,
2016-7-26 00:00:00,96.180,97.56,103.531,97.56,0.347,100.00,24.757,100.00,0.410,100.00,
2016-7-29 00:00:00,97.840,97.56,105.776,97.56,0.430,100.00,24.926,100.00,0.452,100.00,
2016-8-1 00:00:00,96.650,100.00,105.765,100.00,0.296,100.00,23.708,100.00,0.051,100.00,
2016-8-4 00:00:00,93.180,100.00,102.294,100.00,-0.153,100.00,22.281,100.00,-0.336,100.00,
2016-8-7 00:00:00,91.490,100.00,99.786,100.00,-0.099,100.00,22.190,100.00,-0.190,100.00,
2016-8-10 00:00:00,90.010,97.56,97.674,97.56,-0.234,100.00,22.107,100.00,-0.490,100.00,
2016-8-13 00:00:00,88.780,100.00,96.635,100.00,-0.656,100.00,21.834,100.00,-0.355,100.00,
2016-8-16 00:00:00,87.400,100.00,95.113,100.00,-0.387,100.00,21.076,100.00,-0.395,100.00,
2016-8-19 00:00:00,85.530,100.00,93.334,100.00,-0.420,100.00,20.198,100.00,-0.957,100.00,
2016-8-22 00:00:00,84.350,100.00,90.853,100.00,-0.499,100.00,20.666,100.00,-0.527,100.00,
2016-8-25 00:00:00,80.540,100.00,87.531,100.00,-0.793,100.00,18.455,100.00,-1.071,100.00,
2016-8-28 00:00:00,74.220,100.00,81.168,100.00,-1.401,100.00,16.693,100.00,-1.818,100.00,
2016-8-31 00:00:00,75.470,100.00,80.180,100.00,-1.193,100.00,20.172,100.00,-0.412,100.00,
2016-9-3 00:00:00,82.560,97.56,87.762,97.56,-0.389,100.00,22.678,100.00,0.173,100.00,
2016-9-6 00:00:00,83.660,100.00,91.391,100.00,-0.173,100.00,20.469,100.00,-0.259,100.00,
2016-9-9 00:00:00,82.400,100.00,89.974,100.00,-0.288,100.00,20.393,100.00,-0.430,100.00,
2016-9-12 00:00:00,87.520,100.00,94.345,100.00,0.085,100.00,22.862,100.00,0.299,100.00,
2016-9-15 00:00:00,86.150,100.00,94.437,100.00,0.090,100.00,21.423,100.00,0.039,100.00,
2016-9-18 00:00:00,86.000,97.56,94.558,97.56,0.123,100.00,21.673,100.00,0.156,100.00,
2016-9-21 00:00:00,86.810,100.00,95.825,100.00,0.191,100.00,21.855,100.00,0.227,100.00,
2016-9-24 00:00:00,86.050,100.00,95.168,100.00,0.191,100.00,21.436,100.00,0.209,100.00,
2016-9-27 00:00:00,86.360,100.00,95.588,100.00,0.254,100.00,21.513,100.00,0.293,100.00,
2016-9-30 00:00:00,86.000,100.00,95.138,100.00,0.323,100.00,20.994,100.00,0.302,100.00,
2016-10-3 00:00:00,85.970,100.00,95.037,100.00,0.401,100.00,21.211,100.00,0.456,100.00,
2016-10-6 00:00:00,82.430,100.00,91.887,100.00,0.367,100.00,19.626,100.00,0.282,100.00,
2016-10-9 00:00:00,83.090,100.00,91.851,100.00,0.473,100.00,20.889,100.00,0.634,100.00,
2016-10-12 00:00:00,77.850,100.00,88.501,100.00,0.451,100.00,17.518,100.00,0.239,100.00,
2016-10-15 00:00:00,72.960,100.00,82.785,100.00,0.363,100.00,16.739,100.00,0.236,100.00,
2016-10-18 00:00:00,66.710,100.00,76.626,100.00,0.245,100.00,14.580,100.00,-0.012,100.00,
2016-10-21 00:00:00,61.320,100.00,70.132,100.00,0.125,100.00,13.776,100.00,0.017,100.00,
2016-10-24 00:00:00,56.260,100.00,64.719,100.00,0.057,100.00,12.360,100.00,-0.097,100.00,
2016-10-27 00:00:00,51.100,100.00,58.871,100.00,-0.033,100.00,11.236,100.00,-0.156,100.00,
2016-10-30 00:00:00,46.270,100.00,53.375,100.00,-0.109,100.00,10.158,100.00,-0.215,100.00,
2016-11-2 00:00:00,42.050,100.00,48.446,100.00,-0.168,100.00,9.314,100.00,-0.249,100.00,
2016-11-5 00:00:00,38.370,100.00,44.131,100.00,-0.215,100.00,8.568,100.00,-0.278,100.00,
2016-11-8 00:00:00,35.150,100.00,40.373,100.00,-0.249,100.00,7.893,100.00,-0.296,100.00,
2016-11-11 00:00:00,32.340,100.00,37.010,100.00,-0.276,100.00,7.346,100.00,-0.298,100.00,
2016-11-14 00:00:00,29.740,100.00,33.991,100.00,-0.297,100.00,6.732,100.00,-0.324,100.00,
2016-11-17 00:00:00,27.330,100.00,31.164,100.00,-0.317,100.00,6.211,100.00,-0.345,100.00,
2016-11-20 00:00:00,25.180,100.00,28.634,100.00,-0.339,100.00,5.755,100.00,-0.363,100.00,
2016-11-23 00:00:00,23.250,100.00,26.379,100.00,-0.368,100.00,5.348,100.00,-0.386,100.00,
2016-11-26 00:00:00,21.550,100.00,24.400,100.00,-0.401,100.00,4.977,100.00,-0.418,100.00,
2016-11-29 00:00:00,20.080,100.00,22.634,100.00,-0.417,100.00,4.676,100.00,-0.422,100.00,
2016-12-2 00:00:00,19.090,100.00,21.276,100.00,-0.435,100.00,4.507,100.00,-0.417,100.00,
2016-12-5 00:00:00,17.890,100.00,19.961,100.00,-0.468,100.00,4.144,100.00,-0.484,100.00,
2016-12-8 00:00:00,16.640,100.00,18.455,100.00,-0.527,100.00,3.862,100.00,-0.527,100.00,
2016-12-11 00:00:00,15.610,100.00,17.219,100.00,-0.570,100.00,3.656,100.00,-0.551,100.00,
2016-12-14 00:00:00,14.700,100.00,16.151,100.00,-0.606,100.00,3.456,100.00,-0.573,100.00,
2016-12-17 00:00:00,13.870,100.00,15.191,100.00,-0.636,100.00,3.258,100.00,-0.601,100.00,
2016-12-20 00:00:00,13.110,100.00,14.316,100.00,-0.667,100.00,3.098,100.00,-0.580,100.00,
2016-12-23 00:00:00,12.490,100.00,13.565,100.00,-0.685,100.00,2.965,100.00,-0.603,100.00,
2016-12-26 00:00:00,12.820,100.00,13.588,100.00,-0.644,100.00,3.407,100.00,-0.458,100.00,
2016-12-29 00:00:00,12.340,100.00,13.385,100.00,-0.626,100.00,2.954,100.00,-0.581,100.00,
2017-1-4 00:00:00,12.430,100.00,13.441,100.00,-0.552,100.00,3.013,100.00,-0.519,100.00,
2017-1-7 00:00:00,12.110,100.00,13.109,100.00,-0.555,100.00,2.917,100.00,-0.535,100.00,
2017-1-10 00:00:00,12.000,100.00,12.820,100.00,-0.566,100.00,2.923,100.00,-0.548,100.00,
2017-1-13 00:00:00,11.790,100.00,12.568,100.00,-0.587,100.00,2.866,100.00,-0.578,100.00,
2017-1-16 00:00:00,11.430,100.00,12.211,100.00,-0.619,100.00,2.744,100.00,-0.615,100.00,
2017-1-19 00:00:00,11.020,100.00,11.792,100.00,-0.652,100.00,2.632,100.00,-0.670,100.00,
2017-1-22 00:00:00,10.590,100.00,11.331,100.00,-0.685,100.00,2.536,100.00,-0.697,100.00,
2017-1-25 00:00:00,10.270,100.00,10.971,100.00,-0.717,100.00,2.464,100.00,-0.672,100.00,
2017-1-28 00:00:00,12.900,100.00,12.138,100.00,-0.648,100.00,3.910,100.00,-0.411,100.00,
2017-1-31 00:00:00,12.110,100.00,12.264,100.00,-0.648,100.00,2.884,100.00,-0.630,100.00,
2017-2-3 00:00:00,11.450,100.00,11.651,100.00,-0.693,100.00,2.713,100.00,-0.675,100.00,
2017-2-6 00:00:00,10.800,100.00,11.024,100.00,-0.742,100.00,2.573,100.00,-0.711,100.00,
2017-2-9 00:00:00,10.320,100.00,10.554,100.00,-0.780,100.00,2.480,100.00,-0.727,100.00,
2017-2-12 00:00:00,9.970,100.00,10.219,100.00,-0.804,100.00,2.403,100.00,-0.718,100.00,
2017-2-15 00:00:00,9.710,100.00,9.977,100.00,-0.809,100.00,2.350,100.00,-0.731,100.00,
2017-2-18 00:00:00,9.500,100.00,9.792,100.00,-0.822,100.00,2.295,100.00,-0.753,100.00,
2017-2-21 00:00:00,10.370,100.00,10.031,100.00,-0.817,100.00,2.690,100.00,-0.716,100.00,
2017-2-24 00:00:00,10.160,100.00,10.039,100.00,-0.838,100.00,2.462,100.00,-0.781,100.00,
2017-2-27 00:00:00,9.950,100.00,9.895,100.00,-0.872,100.00,2.417,100.00,-0.809,100.00,
2017-3-2 00:00:00,9.710,100.00,9.758,100.00,-0.903,100.00,2.366,100.00,-0.832,100.00,
2017-3-5 00:00:00,9.500,100.00,9.658,100.00,-0.929,100.00,2.324,100.00,-0.847,100.00,
2017-3-8 00:00:00,9.750,100.00,9.604,100.00,-0.949,100.00,2.602,100.00,-0.819,100.00,
2017-3-11 00:00:00,25.890,100.00,18.467,100.00,-0.400,100.00,10.992,100.00,0.753,100.00,
2017-3-14 00:00:00,25.270,100.00,22.970,100.00,-0.086,100.00,5.807,100.00,-0.280,100.00,
2017-3-17 00:00:00,23.170,100.00,20.712,100.00,-0.234,100.00,5.494,100.00,-0.379,100.00,
2017-3-20 00:00:00,21.550,100.00,19.181,100.00,-0.357,100.00,5.104,100.00,-0.447,100.00,
2017-3-23 00:00:00,19.620,100.00,17.413,100.00,-0.503,100.00,4.851,100.00,-0.510,100.00,
2017-3-26 00:00:00,19.000,100.00,17.165,100.00,-0.545,100.00,4.781,100.00,-0.509,100.00,
2017-3-29 00:00:00,18.490,100.00,16.973,100.00,-0.568,100.00,5.057,100.00,-0.424,100.00,
2017-4-1 00:00:00,20.340,100.00,18.412,100.00,-0.493,100.00,6.000,100.00,-0.275,100.00,
2017-4-4 00:00:00,21.180,100.00,19.956,100.00,-0.444,100.00,5.520,100.00,-0.418,100.00,
2017-4-7 00:00:00,19.510,100.00,19.272,100.00,-0.534,100.00,4.491,100.00,-0.589,100.00,
2017-4-10 00:00:00,17.340,100.00,17.437,100.00,-0.653,100.00,3.900,100.00,-0.694,100.00,
2017-4-13 00:00:00,15.720,100.00,15.809,100.00,-0.753,100.00,3.726,100.00,-0.743,100.00,
